,league_id,season,stage,date,match_id,home_team_id,away_team_id,home_team_goal,away_team_goal,scored_by,assisted_by,cards_home_team,cards_away_team,corners_home_team,corners_away_team,shoton_home_team,shoton_away_team,shotoff_home_team,shotoff_away_team,cross_home_team,cross_away_team,possession_home_team,possession_away_team
150,1729,2011/2012,8,2011-10-15 00:00:00,1024573,8650,10260,1,1,30618;70409,113836,1,3,8,3,8,2,7,8,28,13,50,50
151,1729,2011/2012,9,2011-10-23 00:00:00,1024649,10260,8456,1,6,108808;108808;37412;24148;15403;37459;15403,38807;38807;24208;70409;33086;15403;37459,5,4,7,4,7,6,5,9,22,10,50,50
152,1729,2012/2013,1,2012-08-20 00:00:00,1228230,8668,10260,1,0,39618,24156,1,2,6,8,7,9,11,4,23,31,44,56
153,1729,2012/2013,10,2012-11-03 00:00:00,1229198,10260,9825,2,1,30843;32569;37436,30829,5,4,6,1,6,1,4,4,28,16,48,52
154,1729,2012/2013,11,2012-11-10 00:00:00,1229209,10252,10260,2,3,184360;184360;70409;70409,148315;23264;30373;30843,1,1,5,6,3,8,4,10,22,39,34,66
155,1729,2012/2013,12,2012-11-17 00:00:00,1229223,9850,10260,1,0,47194,33963,0,1,0,12,3,6,4,4,6,27,50,50
156,1729,2012/2013,13,2012-11-24 00:00:00,1229232,10260,10172,3,1,32084;43248;24148;70409,113836;30829;40961,1,1,9,7,7,7,6,5,27,13,60,40
157,1729,2012/2013,14,2012-11-28 00:00:00,1229240,10260,8654,1,0,30843,34944,1,1,5,5,11,3,11,7,27,32,52,48
158,1729,2012/2013,15,2012-12-01 00:00:00,1229258,9798,10260,3,4,113005;40961;30829;24952;117545;30829;30843,23354;23282;23282;32569;30829,1,1,6,1,6,3,4,5,28,13,50,50
159,1729,2012/2013,16,2012-12-09 00:00:00,1229267,8456,10260,2,3,30829;30829;36615;30509;30843,23354;38994;38817,4,3,8,2,8,1,5,5,21,14,53,47
160,1729,2012/2013,17,2012-12-15 00:00:00,1229275,10260,8472,3,1,30843;160713;30829;24157,34944;30843;33468,0,0,9,9,2,9,12,4,23,30,50,50
161,1729,2012/2013,18,2012-12-23 00:00:00,1229289,10003,10260,1,1,32569;118528,30843,2,4,3,6,8,12,4,8,16,25,50,50
162,1729,2012/2013,19,2012-12-26 00:00:00,1229300,10260,10261,4,3,23579;43248;32569;46700;30843;70409,39968;34944;34944,3,3,2,2,4,9,7,6,26,23,50,50
163,1729,2012/2013,2,2012-08-25 00:00:00,1228293,10260,9879,3,2,34574;30843;144993;38994,38229;32569;160713;23354,0,1,8,8,7,7,9,3,40,16,50,50
164,1729,2012/2013,20,2012-12-29 00:00:00,1229310,10260,8659,2,0,30843,35327,1,0,9,6,12,11,8,5,22,27,50,50
165,1729,2012/2013,21,2013-01-01 00:00:00,1229328,8528,10260,0,4,70409;30843;70409;30843,70409;113836,1,1,1,6,3,7,4,4,14,25,50,50
166,1729,2012/2013,22,2013-01-13 00:00:00,1229333,10260,8650,2,1,30843;30865;51553,32569;32569,1,4,3,1,6,5,6,7,15,14,58,42
167,1729,2012/2013,23,2013-01-20 00:00:00,1229346,8586,10260,1,1,30843;30956,160713;30895,1,4,9,4,16,3,8,2,37,18,52,48
168,1729,2012/2013,24,2013-01-30 00:00:00,1229352,10260,8466,2,1,109491;30829;30829,144993;32569,2,1,4,8,5,9,5,10,19,22,50,50
169,1729,2012/2013,25,2013-02-02 00:00:00,1229363,9879,10260,0,1,30829,43248,1,1,5,8,9,8,8,8,25,31,50,50
170,1729,2012/2013,26,2013-02-10 00:00:00,1229376,10260,8668,2,0,24154;30843,30843;38994,0,2,7,6,4,8,4,2,28,27,53,47
171,1729,2012/2013,27,2013-02-23 00:00:00,1229391,10172,10260,0,2,38994;24154,40945,0,0,2,3,5,7,8,5,25,22,50,50
172,1729,2012/2013,28,2013-03-02 00:00:00,1229400,10260,9850,4,0,144993;144993;144993;30829,30843;30829;30829;113836,0,4,7,3,5,0,6,2,25,11,50,50
173,1729,2012/2013,29,2013-04-17 00:00:00,1229417,8654,10260,2,2,23936;35327;40015;30843,47382;144993;30668,1,0,2,5,2,8,7,5,22,36,43,57
174,1729,2012/2013,3,2012-09-02 00:00:00,1228305,8466,10260,2,3,39225;30843;46893;30843;30843,35345;35327;39225;30620;40945,1,0,4,7,3,5,8,10,11,21,50,50
175,1729,2012/2013,30,2013-03-16 00:00:00,1229421,10260,9798,1,0,30829,30620,0,2,5,4,6,3,8,2,23,24,58,42
176,1729,2012/2013,31,2013-03-30 00:00:00,1229436,8472,10260,0,1,,,3,1,3,6,2,11,7,3,22,21,50,50
177,1729,2012/2013,32,2013-04-08 00:00:00,1229442,10260,8456,1,2,38807;37412,26181;36615,3,5,9,4,7,5,9,6,40,20,51,49
178,1729,2012/2013,33,2013-04-14 00:00:00,1229459,10194,10260,0,2,34944;30843,,1,1,3,7,4,2,8,6,15,12,50,50
179,1729,2012/2013,34,2013-04-22 00:00:00,1229463,10260,10252,3,0,30843;30843;30843,24154;30829;24154,1,0,5,3,3,7,6,5,27,21,50,50
180,1729,2012/2013,35,2013-04-28 00:00:00,1229471,9825,10260,1,1,31013;30843,31435,3,5,7,2,9,5,8,6,20,13,45,55
181,1729,2012/2013,36,2013-05-05 00:00:00,1229484,10260,8455,0,1,41468,128864,3,1,2,7,3,6,7,9,20,22,48,52
182,1729,2012/2013,37,2013-05-12 00:00:00,1229497,10260,10003,2,1,70409;118528;30620,23305;30843,0,0,7,5,5,3,9,5,24,14,55,45
183,1729,2012/2013,38,2013-05-19 00:00:00,1228315,8659,10260,5,5,144993;118434;24171;181276;30843;70409;181276;71502;181276,70409;160713;32734;24171;35327;24154;30827;22964,0,1,3,5,4,5,9,7,18,27,50,50
184,1729,2012/2013,4,2012-09-15 00:00:00,1228339,10260,8528,4,0,30373;70409;118434;210797,40945;118434;70409,2,2,5,5,6,4,9,5,29,19,55,45
185,1729,2012/2013,5,2012-09-23 00:00:00,1228368,8650,10260,1,2,30618;38994;30843,34036;144993,2,2,7,3,7,4,6,4,29,16,54,46
186,1729,2012/2013,6,2012-09-29 00:00:00,1228445,10260,8586,2,3,37762;31921;40945;30956;144993,31921;41008;30829;30843,0,0,9,5,8,1,8,6,42,11,74,26
187,1729,2012/2013,7,2012-10-07 00:00:00,1229165,10261,10260,0,3,43248;32569;160713,30843;30829;30829,4,4,6,5,2,5,13,6,33,13,44,56
188,1729,2012/2013,8,2012-10-20 00:00:00,1229176,10260,10194,4,2,30829;30843;113836;32148;30829,30843;35327;30829;113836,1,1,3,3,5,4,7,2,15,27,50,50
189,1729,2012/2013,9,2012-10-28 00:00:00,1229187,8455,10260,2,3,30843;41468;79574;70409,35327;128864;38994,4,2,8,6,9,5,2,9,26,18,51,49
190,1729,2013/2014,1,2013-08-17 00:00:00,1474079,10003,10260,1,4,30843;113836;30843;143365;113836,24154;35327;30829;2802;30829,1,3,7,4,6,4,9,3,40,12,50,50
191,1729,2013/2014,10,2013-11-02 00:00:00,1474332,9879,10260,1,3,35327;30843;30829;282274,30829;449241;30843;30352,2,1,4,4,6,1,6,4,19,17,50,50
192,1729,2013/2014,11,2013-11-10 00:00:00,1474368,10260,9825,1,0,30843,30829,2,3,5,6,1,5,3,5,28,29,41,59
193,1729,2013/2014,12,2013-11-24 00:00:00,1474387,8344,10260,2,2,30829;24157;32569;197910,70409;149917;30829;23806,4,2,2,8,3,5,8,8,31,24,50,50
194,1729,2013/2014,13,2013-12-01 00:00:00,1474430,8586,10260,2,2,159833;30829;156727;30829,41008,1,3,7,7,5,1,3,3,24,24,40,60
195,1729,2013/2014,14,2013-12-04 00:00:00,1474459,10260,8668,0,1,193859,181276,2,0,7,4,7,6,9,8,33,12,52,48
196,1729,2013/2014,15,2013-12-07 00:00:00,1474518,10260,10261,0,1,26160,94550,0,2,4,4,6,2,2,6,23,18,48,52
197,1729,2013/2014,16,2013-12-15 00:00:00,1474533,10252,10260,0,3,113836;113836;160713,35327;30829,4,2,3,4,10,3,5,6,22,14,50,50
198,1729,2013/2014,17,2013-12-21 00:00:00,1474576,10260,8654,3,1,113836;449241;23354;34543,30829;113836;30829;91560,1,4,8,2,7,2,9,1,30,20,50,50
199,1729,2013/2014,18,2013-12-26 00:00:00,1474610,8667,10260,2,3,163200;131583;165823;30829,30829,2,4,6,5,5,5,8,5,23,20,38,62
200,1729,2013/2014,19,2013-12-28 00:00:00,1474659,9850,10260,0,1,113836,70409,4,3,8,3,8,4,9,4,28,19,45,55
201,1729,2013/2014,2,2013-08-26 00:00:00,1474133,10260,8455,0,0,,,0,2,4,1,7,6,6,3,24,14,57,43
202,1729,2013/2014,20,2014-01-01 00:00:00,1474698,10260,8586,1,2,30960;157723;113836,157723;449241,2,1,13,2,10,3,6,3,55,9,60,40
203,1729,2013/2014,21,2014-01-11 00:00:00,1474912,10260,10003,2,0,35327;113836,32569,0,2,3,5,4,5,10,8,22,22,39,61
204,1729,2013/2014,22,2014-01-19 00:00:00,1474923,8455,10260,3,1,33639;33639;33639;70409,23783;186137,1,4,5,4,4,5,5,2,10,24,46,54
205,1729,2013/2014,23,2014-01-28 00:00:00,1474937,10260,8344,2,0,30843;23354,41468,0,1,5,5,7,4,8,2,22,22,46,54
206,1729,2013/2014,24,2014-02-01 00:00:00,1474954,10194,10260,2,1,30843;39109,41468;110148,2,2,6,9,6,5,5,8,18,21,50,50
207,1729,2013/2014,25,2014-02-09 00:00:00,1474962,10260,9879,2,2,23283;30843;34944;23949,128827;41468,0,0,10,1,16,2,11,2,72,6,76,24
208,1729,2013/2014,26,2014-02-12 00:00:00,1474968,9825,10260,0,0,,,1,2,5,5,11,2,7,4,25,17,57,43
209,1729,2013/2014,27,2014-02-22 00:00:00,1474984,9826,10260,0,2,30843;30829,32569,0,2,6,4,11,8,3,6,27,17,34,66
210,1729,2013/2014,28,2014-03-25 00:00:00,1474997,10260,8456,0,3,15403;15403;36615,26181,2,2,5,8,7,5,2,5,27,17,52,48
211,1729,2013/2014,29,2014-03-08 00:00:00,1475013,8659,10260,0,3,186137;30829;113836,30843;38994;30829,1,2,3,5,6,5,9,5,28,33,45,55
212,1729,2013/2014,3,2013-09-01 00:00:00,1474162,8650,10260,1,0,51553,25984,2,4,2,7,6,8,4,5,5,32,43,57
213,1729,2013/2014,30,2014-03-16 00:00:00,1475020,10260,8650,0,3,30618;30618;40636,51553,3,4,3,4,6,7,8,7,21,12,50,50
214,1729,2013/2014,31,2014-03-22 00:00:00,1475038,8654,10260,0,2,30829;30829,23354,2,1,12,7,5,5,4,6,45,21,45,55
215,1729,2013/2014,32,2014-03-29 00:00:00,1475043,10260,10252,4,1,182223;30829;30829;41468;70409,144993;449241,2,4,0,5,4,2,1,8,15,23,55,45
216,1729,2013/2014,33,2014-04-05 00:00:00,1475058,10261,10260,0,4,41468;41468;70409;449241,70409;144993;41468,1,0,4,5,6,0,8,6,28,20,44,56
217,1729,2013/2014,34,2014-05-06 00:00:00,1475067,10260,8667,3,1,532741;532741;25389;30843,39618;32304,1,1,7,0,9,1,6,0,20,10,55,45
218,1729,2013/2014,35,2014-04-20 00:00:00,1475078,8668,10260,2,0,24846;26151,77690,2,2,6,5,8,7,8,3,11,27,38,62
219,1729,2013/2014,36,2014-04-26 00:00:00,1475091,10260,9850,4,0,30829;30829;41468;41468,144993;186137;35327,1,1,5,3,12,4,7,6,18,19,64,36
220,1729,2013/2014,37,2014-05-03 00:00:00,1475103,10260,8472,0,1,35443,169721,2,1,8,0,4,1,12,6,44,10,63,37
221,1729,2013/2014,38,2014-05-11 00:00:00,1475116,8466,10260,1,1,39225;41468,23792,3,2,6,2,5,0,4,6,17,17,50,50
222,1729,2013/2014,4,2013-09-14 00:00:00,1474178,10260,9826,2,0,30843;30829,,1,3,10,1,10,0,9,4,42,1,60,40
223,1729,2013/2014,5,2013-09-22 00:00:00,1474200,8456,10260,4,1,37412;36615;37412;26181;30829,16351;75310;75310;33991,1,2,8,4,3,3,8,7,19,24,42,58
224,1729,2013/2014,6,2013-09-28 00:00:00,1474213,10260,8659,1,2,41232;30829;239807,71502;41232,3,2,5,8,10,2,4,8,32,24,59,41
225,1729,2013/2014,7,2013-10-05 00:00:00,1474241,8472,10260,1,2,25075;449241;449241,32569,2,4,4,4,4,5,1,6,17,34,37,63
226,1729,2013/2014,8,2013-10-19 00:00:00,1474262,10260,8466,1,1,30843;37234,114268,2,3,4,4,6,9,5,8,21,22,47,53
227,1729,2013/2014,9,2013-10-26 00:00:00,1474298,10260,10194,3,2,30830;30843;110148;30829;70409,30843;32569,2,6,12,2,5,6,12,2,40,16,66,34
228,1729,2014/2015,1,2014-08-16 00:00:00,1723986,10260,10003,1,2,144996;30829;157729,157729;38831,2,4,4,0,8,3,5,1,28,5,58,42
229,1729,2014/2015,10,2014-11-02 00:00:00,1724079,8456,10260,1,0,37412,31291,3,3,7,4,8,3,5,6,14,13,52,48
230,1729,2014/2015,11,2014-11-08 00:00:00,1724084,10260,9826,1,0,41468,46509,1,3,11,4,9,2,9,5,15,11,72,28
231,1729,2014/2015,12,2014-11-22 00:00:00,1724092,9825,10260,1,2,30829;46469,46509;24011,2,1,11,5,13,1,8,8,15,8,62,38
232,1729,2014/2015,13,2014-11-29 00:00:00,1724104,10260,8667,3,0,165823;30829;30843,30843;164676,2,2,7,0,5,3,7,1,15,7,77,23
233,1729,2014/2015,14,2014-12-02 00:00:00,1724115,10260,10194,2,1,39618;109621;41468,164676,2,4,2,2,1,3,6,1,24,14,64,36
234,1729,2014/2015,15,2014-12-08 00:00:00,1724128,8466,10260,1,2,30843;41280;30843,30829,2,1,5,1,5,0,8,1,13,9,51,49
235,1729,2014/2015,16,2014-12-14 00:00:00,1724138,10260,8650,3,0,30829;41468;30843,35327;30843;41468,4,3,2,7,5,11,2,4,13,9,54,46
236,1729,2014/2015,17,2014-12-20 00:00:00,1724142,10252,10260,1,1,148315;22543,23354,2,1,3,9,6,11,3,5,7,26,35,65
237,1729,2014/2015,18,2014-12-26 00:00:00,1724158,10260,10261,3,1,30829;30829;30843;46700,22543;41468;30829,1,2,4,5,2,4,5,2,12,15,62,38
238,1729,2014/2015,19,2014-12-28 00:00:00,1724170,8586,10260,0,0,,,2,4,3,6,7,7,4,3,20,15,47,53
239,1729,2014/2015,2,2014-08-24 00:00:00,1723999,8472,10260,1,1,41468;109058,35443,0,2,4,4,4,4,6,4,17,18,45,55
240,1729,2014/2015,20,2015-01-01 00:00:00,1724179,10194,10260,1,1,40695;22543,30830;34944,0,0,11,7,4,2,6,4,14,16,35,65
241,1729,2014/2015,21,2015-01-11 00:00:00,1724188,10260,8466,0,1,94267,,2,3,3,5,1,1,7,6,33,15,61,39
242,1729,2014/2015,22,2015-01-17 00:00:00,1724198,10172,10260,0,2,39618;532741,35327,3,2,3,3,7,9,7,1,24,11,36,64
243,1729,2014/2015,23,2015-01-31 00:00:00,1724207,10260,8197,3,1,30843;22543;13423,161012;139671,0,1,4,3,7,0,4,3,21,14,72,28
244,1729,2014/2015,24,2015-02-08 00:00:00,1724221,8654,10260,1,1,148302;161012,,2,4,9,9,8,10,5,7,23,23,41,59
245,1729,2014/2015,25,2015-02-11 00:00:00,1724224,10260,8191,3,1,165823;214426;165823;30843,22543;191869;46509,4,3,5,8,4,3,3,9,17,21,57,43
246,1729,2014/2015,26,2015-02-21 00:00:00,1724240,10003,10260,2,1,164676;144996;26344,46509;127130;127130,2,4,4,10,5,7,3,9,10,31,36,64
247,1729,2014/2015,27,2015-02-28 00:00:00,1724246,10260,8472,2,0,30829;30829,,1,2,12,1,11,2,11,2,23,5,73,27
248,1729,2014/2015,28,2015-03-04 00:00:00,1724259,10261,10260,0,1,23354,,1,2,4,1,2,5,3,5,13,19,31,69
249,1729,2014/2015,29,2015-03-15 00:00:00,1724268,10260,8586,3,0,39618;34944;30829,34944,1,1,4,2,2,2,5,2,12,9,52,48
250,1729,2014/2015,3,2014-08-30 00:00:00,1724003,8191,10260,0,0,,,2,2,3,6,4,4,5,4,11,25,37,63
251,1729,2014/2015,30,2015-03-22 00:00:00,1724274,8650,10260,1,2,41468;41468;51553,164676;46509,3,2,2,3,2,3,3,1,8,11,42,58
252,1729,2014/2015,31,2015-04-04 00:00:00,1724288,10260,10252,3,1,164676;30829;148315;164676,161012;46509;30630;41468,0,1,10,2,8,2,8,2,27,7,77,23
253,1729,2014/2015,32,2015-04-12 00:00:00,1724294,10260,8456,4,2,37412;23354;39618;41468;165823;37412,37459;23354;30829;23354;30509,0,3,1,5,6,4,0,3,14,6,58,42
254,1729,2014/2015,33,2015-04-18 00:00:00,1724304,8455,10260,1,0,107417,128864,3,1,3,7,4,5,3,9,7,17,29,71
255,1729,2014/2015,34,2015-04-26 00:00:00,1724315,8668,10260,3,0,101192;263653;26151,24846;215384,0,2,7,7,5,12,0,5,7,26,36,64
256,1729,2014/2015,35,2015-05-02 00:00:00,1724327,10260,8659,0,1,26527,23257,1,0,9,3,15,3,7,3,30,6,80,20
257,1729,2014/2015,36,2015-05-09 00:00:00,1724335,9826,10260,1,2,41468;35345;39618,23354,0,1,7,6,5,7,5,4,31,13,38,62
258,1729,2014/2015,37,2015-05-17 00:00:00,1724344,10260,9825,1,1,164676,23354,1,0,5,5,7,4,6,2,18,14,58,42
259,1729,2014/2015,38,2015-05-24 00:00:00,1724357,8667,10260,0,0,,,2,3,8,1,8,4,5,3,19,6,40,60
260,1729,2014/2015,4,2014-09-14 00:00:00,1724017,10260,10172,4,0,46509;164676;30829;41468,30829;164676;46509,1,0,3,1,8,4,6,3,17,6,69,31
261,1729,2014/2015,5,2014-09-21 00:00:00,1724025,8197,10260,5,3,30843;46509;26554;164676;23190;30930;286119;26554,22543;30829;286119;46509;286119;67850,1,2,2,4,2,5,5,9,19,17,50,50
262,1729,2014/2015,6,2014-09-27 00:00:00,1724037,10260,8654,2,1,30829;30843;192899,38994;22543,2,3,7,10,3,1,3,6,12,24,58,42
263,1729,2014/2015,7,2014-10-05 00:00:00,1724047,10260,8668,2,1,46509;32705;22543,41468;24846;46509,4,3,11,6,4,6,8,2,19,16,50,50
264,1729,2014/2015,8,2014-10-20 00:00:00,1724061,8659,10260,2,2,33468;39618;239807;161012,265918;46509;23257,1,2,0,11,2,11,3,8,10,33,37,63
265,1729,2014/2015,9,2014-10-26 00:00:00,1724064,10260,8455,1,1,30822;30843,30613,3,7,4,7,6,3,9,4,27,10,52,48
266,1729,2015/2016,1,2015-08-08 00:00:00,1987037,10260,8586,1,0,,,2,3,1,2,6,6,4,2,8,11,51,49
267,1729,2015/2016,10,2015-10-25 00:00:00,1988805,10260,8456,0,0,,,2,2,6,4,1,3,3,4,21,9,60,40
268,1729,2015/2016,11,2015-10-31 00:00:00,1988811,9826,10260,0,0,,,3,3,7,3,9,3,6,2,17,15,45,55
269,1729,2015/2016,12,2015-11-07 00:00:00,1988825,10260,8659,2,0,299215;41468,,1,4,5,1,5,1,6,2,19,12,70,30
270,1729,2015/2016,13,2015-11-21 00:00:00,1988838,9817,10260,1,2,303824;72436,164676,1,2,4,10,7,6,2,6,11,18,43,57
271,1729,2015/2016,14,2015-11-28 00:00:00,1988843,8197,10260,1,1,286119;30872,43061;161012,0,1,1,8,3,6,3,4,14,22,32,68
272,1729,2015/2016,15,2015-12-05 00:00:00,1988853,10260,8654,0,0,,,1,0,6,2,7,5,12,6,25,12,63,37
273,1729,2015/2016,16,2015-12-12 00:00:00,1988861,8678,10260,2,1,160496;39618;185236,155913,2,1,5,7,4,6,7,3,12,20,43,57
274,1729,2015/2016,17,2015-12-19 00:00:00,1988873,10260,9850,1,2,31953;40100;413557,201664;31953;30829,0,2,11,0,6,2,6,2,46,9,50,50
275,1729,2015/2016,18,2015-12-26 00:00:00,1988887,10194,10260,2,0,96643;110148,34036,1,2,1,12,4,8,8,2,9,22,42,58
276,1729,2015/2016,19,2015-12-28 00:00:00,1988894,10260,8455,0,0,,,4,2,5,3,6,3,5,5,23,10,67,33
277,1729,2015/2016,2,2015-08-14 00:00:00,1987078,10252,10260,0,1,449241,41468,2,2,3,5,2,3,3,5,12,6,46,54
278,1729,2015/2016,20,2016-01-02 00:00:00,1988904,10260,10003,2,1,413557;157729;30829,23354;313668;413557,2,1,4,2,10,5,6,3,18,11,56,44
279,1729,2015/2016,21,2016-01-12 00:00:00,1988916,10261,10260,3,3,30829;299215;108038;351860;30829;308932,30829;351860,1,3,5,3,6,3,4,5,21,12,54,46
280,1729,2015/2016,22,2016-01-17 00:00:00,1988923,8650,10260,0,1,30829,,0,2,5,4,10,1,10,5,16,12,53,47
281,1729,2015/2016,23,2016-01-23 00:00:00,1988934,10260,8466,0,1,187266,279490,0,0,4,4,3,1,6,5,13,16,56,44
282,1729,2015/2016,24,2016-02-02 00:00:00,1988947,10260,10194,3,0,299215;413557;30829,693138;30829;413557,2,1,2,5,6,3,7,7,16,18,45,55
283,1729,2015/2016,25,2016-02-07 00:00:00,1988952,8455,10260,1,1,299215;19243,30829,0,3,10,11,10,12,5,5,26,24,48,52
284,1729,2015/2016,26,2016-02-13 00:00:00,1988968,8472,10260,2,1,166019;413557,,2,3,6,8,9,8,11,3,10,20,34,66
285,1729,2015/2016,27,2016-02-28 00:00:00,1988972,10260,9825,3,2,696365;696365;113836;164676;36378,299215;36378;696365,4,3,2,3,3,6,1,3,8,20,39,61
286,1729,2015/2016,28,2016-03-02 00:00:00,1988988,10260,9817,1,0,41468,,1,2,9,7,7,5,5,9,18,16,62,38
287,1729,2015/2016,29,2016-03-06 00:00:00,1988999,8659,10260,1,0,51545,38795,1,2,4,5,7,5,6,3,17,15,50,50
288,1729,2015/2016,3,2015-08-22 00:00:00,1988734,10260,10261,0,0,,,2,2,11,5,16,3,4,3,29,12,69,31
289,1729,2015/2016,30,2016-04-20 00:00:00,1989005,10260,9826,2,0,46820,,1,2,10,2,12,4,3,1,26,14,60,40
290,1729,2015/2016,31,2016-03-20 00:00:00,1989013,8456,10260,0,1,696365,41468,1,1,11,5,6,4,15,0,20,9,55,45
291,1729,2015/2016,32,2016-04-03 00:00:00,1989025,10260,8668,1,0,413557,639058,2,0,5,5,5,7,3,2,14,15,48,52
292,1729,2015/2016,33,2016-04-10 00:00:00,1989037,8586,10260,3,0,363333;160599;174850,157723;174850;46353,3,3,2,7,7,2,6,4,14,15,45,55
293,1729,2015/2016,34,2016-04-16 00:00:00,1989045,10260,10252,1,0,696365,35327,0,1,14,3,4,2,7,5,27,11,65,35
294,1729,2015/2016,35,2016-05-10 00:00:00,1989059,8654,10260,3,2,192899;413557;413557;158545;35110,210276;41468;696365;25496;25496,1,3,6,2,6,1,13,1,24,13,47,53
295,1729,2015/2016,36,2016-05-01 00:00:00,1989063,10260,8197,1,1,413557;23571,35327;173317,3,2,6,5,17,4,6,11,38,16,67,33
296,1729,2015/2016,37,2016-05-07 00:00:00,1989076,9850,10260,0,1,41468,30829,1,0,1,6,6,8,4,8,18,16,33,67
297,1729,2015/2016,38,2016-05-17 00:00:00,1987600,10260,8678,3,1,30829;696365;23354,413557;35327;30829,1,0,7,1,5,5,4,2,16,5,68,32
298,1729,2015/2016,4,2015-08-30 00:00:00,1988748,10003,10260,2,1,41468;95955;26344,362694;157729;95955,2,2,0,1,3,5,4,5,7,25,36,64
299,1729,2015/2016,5,2015-09-12 00:00:00,1988754,10260,8650,3,1,161012;164676;148315;413557,41468;23354,1,2,4,4,3,3,3,4,15,7,56,44
300,1729,2015/2016,6,2015-09-20 00:00:00,1988766,8466,10260,2,3,41280;413557;413557;41468;41280,303339,2,0,5,5,7,1,5,6,21,6,41,59
301,1729,2015/2016,7,2015-09-26 00:00:00,1988772,10260,8472,3,0,303824;30829;41468,41468;413557,0,3,5,2,8,7,4,1,12,5,66,34
302,1729,2015/2016,8,2015-10-04 00:00:00,1988780,9825,10260,3,0,50047;36378;50047,36378;31013;31013,1,3,3,6,4,5,5,3,5,22,38,62
303,1729,2015/2016,9,2015-10-17 00:00:00,1988792,8668,10260,0,3,46893;164676;30829,165823;161035;164676,2,2,5,3,10,6,7,2,11,15,47,53
